10N127_303807||full,Brochothrix
23N127_3327397||full,Brochothrix
16N127_7158582||full,Brochothrix
19N127_4575173||full,Brochothrix
1N127_2793211||full,Brochothrix
10N127_2795452||full,Brochothrix
10N127_10169349||full,Brochothrix
23N127_3409948||full,Brochothrix
16N127_3616341||full,Brochothrix
16N127_3616341||full,Phormidium
19N127_8371473||full,Brochothrix
6N127_2186991||full,Brochothrix
3N127_6018072||full,Brochothrix
10N127_3182236||full,Brochothrix
23N127_2458997||full,Brochothrix
6N127_200369||full,Pectobacterium
6N127_200369||full,Phormidium
10N127_10523662||full,Pectobacterium
3N127_1461317||full,Pectobacterium
16N127_229510||lt2gene,Phormidium
16N127_10071957||full,Phormidium
1N127_5910100||full,Phormidium
23N127_6246543||full,Phormidium
19N127_11013921||full,Phormidium
16N127_10006951||full,Pectobacterium
16N127_11363928||0_partial,Pectobacterium
3N127_3983101||full,Prochlorococcus
10N127_3182236||full,Prochlorococcus
10N127_2076319||full,Prochlorococcus
10N127_2076319||full,Prochlorococcus
10N127_8685353||full,Leuconostoc
6N127_200369||full,Leuconostoc
6N127_200369||full,Prochlorococcus
6N127_200369||full,Prochlorococcus
6N127_4022548||full,Leuconostoc
10N127_1344577||full,Leuconostoc
19N127_2403226||full,Leuconostoc
16N127_9838795||full,Leuconostoc
23N127_9712836||full,Leuconostoc
23N127_9712836||full,Prochlorococcus
23N127_9712836||full,Prochlorococcus
19N127_9071251||full,Leuconostoc
3N127_9047033||full,Leuconostoc
1N127_5358999||full,Leuconostoc
6N127_8509639||full,Leuconostoc
10N127_10523662||full,Leuconostoc
10N127_10523662||full,Prochlorococcus
10N127_10523662||full,Prochlorococcus
6N127_1109257||full,Leuconostoc
19N127_2165184||full,Leuconostoc
10N127_6746484||full,Leuconostoc
10N127_2340990||full,Leuconostoc
19N127_10623352||full,Leuconostoc
19N127_10623352||full,Prochlorococcus
16N127_8565226||full,Leuconostoc
3N127_8379686||full,Leuconostoc
19N127_6419265||full,Leuconostoc
1N127_1198235||full,Leuconostoc
6N127_3106102||full,Leuconostoc
6N127_3106102||full,Prochlorococcus
6N127_3106102||full,Prochlorococcus
20N127_9634793||lt2gene,Leuconostoc
3N127_2089689||full,Leuconostoc
1N127_600167||full,Leuconostoc
6N127_9838002||full,Leuconostoc
6N127_5921101||full,Leuconostoc
6N127_5921101||full,Prochlorococcus
6N127_5921101||full,Prochlorococcus
19N127_1581050||full,Leuconostoc
23N127_10103981||full,Leuconostoc
20N127_2240658||full,Leuconostoc
20N127_2240658||full,Prochlorococcus
20N127_2240658||full,Prochlorococcus
16N127_8528653||full,Leuconostoc
20N127_8656694||full,Leuconostoc
23N127_7666579||full,Leuconostoc
1N127_3534690||full,Leuconostoc
1N127_3534690||full,Prochlorococcus
6N127_1313637||full,Leuconostoc
6N127_1313637||full,Prochlorococcus
6N127_1313637||full,Prochlorococcus
16N127_10249707||lt2gene,Leuconostoc
16N127_8802533||full,Leuconostoc
6N127_3260999||full,Leuconostoc
19N127_2791767||full,Leuconostoc
1N127_8895858||full,Leuconostoc
19N127_9228518||full,Prochlorococcus
1N127_6143756||full,Leuconostoc
3N127_8127394||full,Leuconostoc
10N127_3824806||full,Leuconostoc
16N127_6466815||full,Prochlorococcus
3N127_716633||full,Leuconostoc
1N127_5770972||full,Leuconostoc
10N127_5513421||full,Leuconostoc
10N127_5690084||full,Leuconostoc
3N127_6086218||full,Leuconostoc
1N127_2500545||full,Leuconostoc
1N127_2500545||full,Prochlorococcus
1N127_2500545||full,Prochlorococcus
16N127_229510||lt2gene,Leuconostoc
16N127_229510||lt2gene,Prochlorococcus
16N127_229510||lt2gene,Prochlorococcus
20N127_3078756||full,Prochlorococcus
20N127_3078756||full,Prochlorococcus
20N127_821518||full,Prochlorococcus
20N127_821518||full,Prochlorococcus
16N127_9526595||full,Prochlorococcus
6N127_6384632||full,Prochlorococcus
6N127_6384632||full,Prochlorococcus
1N127_8775016||full,Prochlorococcus
10N127_10013318||full,Prochlorococcus
6N127_200369||full,Corynebacterium
1N127_600167||full,Corynebacterium
16N127_229510||lt2gene,Corynebacterium
3N127_3974405||full,Corynebacterium
23N127_7861198||full,Corynebacterium
16N127_11363928||0_partial,Corynebacterium
16N127_7158582||full,Klebsiella
16N127_11350847||full,Brevibacillus
10N127_5615583||full,Brevibacillus
10N127_5615583||full,Klebsiella
16N127_9475884||full,Brevibacillus
16N127_9475884||full,Klebsiella
3N127_3983101||full,Brevibacillus
3N127_3983101||full,Klebsiella
10N127_199628||full,Klebsiella
16N127_9570172||full,Klebsiella
20N127_6106168||full,Klebsiella
23N127_2867669||full,Klebsiella
19N127_9228518||full,Klebsiella
19N127_3118326||full,Klebsiella
16N127_6466815||full,Klebsiella
16N127_229510||lt2gene,Brevibacillus
16N127_5561627||full,Brevibacillus
10N127_5326784||full,Klebsiella
1N127_5910100||full,Brevibacillus
19N127_6249108||full,Klebsiella
6N127_1456361||full,Brevibacillus
10N127_4843396||full,Klebsiella
20N127_9033559||full,Klebsiella
20N127_821518||full,Klebsiella
1N127_8728938||full,Klebsiella
1N127_8775016||full,Brevibacillus
1N127_8775016||full,Klebsiella
23N127_6627510||full,Klebsiella
16N127_11363928||0_partial,Klebsiella
16N127_5078530||full,Pseudomonas
23N127_10577848||full,Pseudomonas
6N127_200369||full,Pseudomonas
6N127_200369||full,Oceanithermus
23N127_9712836||full,Pseudomonas
19N127_2188023||full,Pseudomonas
16N127_10006951||full,Pseudomonas
23N127_6627510||full,Pseudomonas
19N127_6972685||full,Pseudomonas
10N127_10013318||full,Pseudomonas
16N127_11363928||0_partial,Pseudomonas
16N127_11350847||full,Rhizobium
1N127_8802801||full,Rhizobium
10N127_78330||full,Microbacterium
20N127_3930606||full,Rhizobium
20N127_3416287||full,Rhizobium
19N127_5467809||full,Rhizobium
23N127_10577848||full,Rhizobium
6N127_200369||full,Rhizobium
6N127_200369||full,Dickeya
6N127_200369||full,Microbacterium
6N127_200369||full,Microbacterium
20N127_10537030||full,Rhizobium
20N127_10537030||full,Microbacterium
1N127_1749157||full,Rhizobium
19N127_11025787||full,Rhizobium
23N127_1133856||full,Microbacterium
3N127_1461317||full,Microbacterium
16N127_101572||full,Microbacterium
1N127_7318550||full,Rhizobium
20N127_10383705||full,Rhizobium
23N127_6627510||full,Dickeya
19N127_955037||full,Rhizobium
16N127_11363928||0_partial,Rhizobium
16N127_11363928||0_partial,Dickeya
23N127_3327397||full,haemolytica
1N127_9661416||full,haemolytica
1N127_6233052||full,haemolytica
1N127_1942342||full,haemolytica
3N127_6930428||full,haemolytica
10N127_2834551||full,haemolytica
23N127_3409948||full,haemolytica
16N127_3616341||full,haemolytica
19N127_5467809||full,pristinaespiralis
23N127_10577848||full,pristinaespiralis
6N127_200369||full,pristinaespiralis
1N127_600167||full,pristinaespiralis
1N127_1616948||full,pristinaespiralis
16N127_8528653||full,haemolytica
16N127_10249707||lt2gene,haemolytica
10N127_6881624||full,pristinaespiralis
19N127_3118326||full,pristinaespiralis
10N127_5513421||full,haemolytica
10N127_5690084||full,haemolytica
3N127_6086218||full,haemolytica
1N127_2500545||full,haemolytica
16N127_229510||lt2gene,haemolytica
16N127_101572||full,pristinaespiralis
23N127_9604576||full,haemolytica
1N127_8510258||full,pristinaespiralis
19N127_2188023||full,pristinaespiralis
23N127_9310396||full,haemolytica
19N127_6972685||full,haemolytica
6N127_3587497||full,haemolytica
6N127_7652119||full,haemolytica
3N127_6934606||full,haemolytica
16N127_2343565||full,haemolytica
10N127_10013318||full,pristinaespiralis
10N127_10013318||full,haemolytica
16N127_11363928||0_partial,pristinaespiralis
16N127_4720331||full,Mycobacterium
1N127_8802801||full,Mycobacterium
1N127_9471408||full,Mycobacterium
6N127_7267018||full,Mycobacterium
3N127_3983101||full,Citrobacter
10N127_78330||full,Mycobacterium
16N127_1392590||full,Mycobacterium
1N127_1942342||full,Citrobacter
20N127_3930606||full,Mycobacterium
20N127_3416287||full,Mycobacterium
19N127_5467809||full,Mycobacterium
10N127_2076319||full,Citrobacter
23N127_10577848||full,Mycobacterium
6N127_200369||full,Mycobacterium
6N127_200369||full,Citrobacter
20N127_10537030||full,Mycobacterium
1N127_8445994||full,Citrobacter
10N127_4843396||full,Citrobacter
20N127_9033559||full,Citrobacter
1N127_4519509||full,Citrobacter
1N127_8728938||full,Citrobacter
23N127_6627510||full,Mycobacterium
16N127_6656285||full,Mycobacterium
3N127_2924384||full,Citrobacter
20N127_9400912||full,Mycobacterium
10N127_10013318||full,Mycobacterium
16N127_11363928||0_partial,Mycobacterium
16N127_11363928||0_partial,Citrobacter
3N127_5858383||full,Deinococcus
20N127_3930606||full,Rhizobium
19N127_5467809||full,Rhizobium
6N127_200369||full,Rhizobium
6N127_200369||full,Deinococcus
20N127_10537030||full,Rhizobium
19N127_11025787||full,Rhizobium
23N127_9712836||full,Deinococcus
1N127_1616948||full,Deinococcus
10N127_6881624||full,Deinococcus
23N127_4788116||full,Deinococcus
19N127_6173730||full,Rhizobium
1N127_7318550||full,Rhizobium
20N127_10383705||full,Rhizobium
16N127_10006951||full,Deinococcus
19N127_6972685||full,Deinococcus
19N127_955037||full,Rhizobium
10N127_10013318||full,Deinococcus
16N127_11363928||0_partial,Rhizobium
16N127_11363928||0_partial,Deinococcus
6N127_200369||full,Erwinia
6N127_200369||full,Stenotrophomonas
23N127_9712836||full,Erwinia
1N127_1616948||full,Stenotrophomonas
10N127_6881624||full,Stenotrophomonas
19N127_3118326||full,Stenotrophomonas
16N127_11363928||0_partial,Erwinia
16N127_11363928||0_partial,Stenotrophomonas
23N127_2306047||full,Ruegeria
10N127_78330||full,Ruegeria
20N127_3416287||full,Ruegeria
19N127_5467809||full,Ruegeria
19N127_6749373||full,Ruegeria
19N127_7949545||full,Ruegeria
16N127_10006951||full,Ruegeria
23N127_6627510||full,Ruegeria
16N127_6656285||full,Ruegeria
10N127_10013318||full,Ruegeria
16N127_11363928||0_partial,Ruegeria
10N127_78330||full,Rhodococcus
6N127_200369||full,Xanthomonas
6N127_200369||full,Gordonia
6N127_200369||full,Rhodococcus
20N127_10537030||full,Gordonia
1N127_1616948||full,Rhodococcus
10N127_6881624||full,Xanthomonas
16N127_101572||full,Xanthomonas
16N127_11363928||0_partial,Xanthomonas
16N127_10827750||full,Escherichia
3N127_3983101||full,Escherichia
10N127_199628||full,Escherichia
16N127_4013115||full,Escherichia
16N127_10193146||full,Escherichia
23N127_2835309||full,Escherichia
1N127_1942342||full,Yersinia
1N127_1942342||full,Escherichia
20N127_4491200||full,Escherichia
10N127_2834551||full,Escherichia
19N127_3867371||full,Escherichia
6N127_7827111||full,Escherichia
10N127_3182236||full,Escherichia
1N127_1750961||full,Escherichia
16N127_9570172||full,Escherichia
10N127_2076319||full,Yersinia
10N127_2076319||full,Escherichia
6N127_200369||full,Yersinia
6N127_200369||full,Escherichia
10N127_1344577||full,Escherichia
1N127_8445994||full,Escherichia
23N127_9712836||full,Escherichia
10N127_10523662||full,Yersinia
16N127_2579601||full,Yersinia
6N127_9342022||full,Escherichia
3N127_2924384||full,Escherichia
16N127_2343565||full,Escherichia
3N127_3823437||full,Escherichia
16N127_11363928||0_partial,Escherichia
20N127_647681||full,Corynebacterium
23N127_9989526||full,Corynebacterium
23N127_2306047||full,Corynebacterium
16N127_11363332||full,Corynebacterium
1N127_7191792||full,Corynebacterium
16N127_5078530||full,Corynebacterium
1N127_3862902||full,Corynebacterium
19N127_5467809||full,Streptomyces
3N127_8426817||full,Streptomyces
3N127_1461317||full,Streptomyces
16N127_101572||full,Streptomyces
16N127_101572||full,Corynebacterium
16N127_5833348||full,Corynebacterium
19N127_3418106||full,Corynebacterium
19N127_3449512||full,Corynebacterium
16N127_567994||full,Streptomyces
16N127_567994||full,Corynebacterium
23N127_5787688||full,Corynebacterium
1N127_6964779||full,Corynebacterium
6N127_3141457||full,Corynebacterium
